cultureEntityId;productEntityId
c4da537c-1651-4dae-8486-7db30d67b366;2c7b56e9-e031-43fc-a8c1-f2ba00d38c1d
c4da537c-1651-4dae-8486-7db30d67b366;30d59f91-fe2c-4f39-ad65-7e024d0b0fbf
c4da537c-1651-4dae-8486-7db30d67b366;13687e07-69ef-477f-9626-4e283c89cb17
c4da537c-1651-4dae-8486-7db30d67b366;57a38296-9657-4dce-941c-963b75cdd351
c4da537c-1651-4dae-8486-7db30d67b366;a9772fdd-ca36-4dbb-8cd6-45fcc3a599f1
c4da537c-1651-4dae-8486-7db30d67b366;57082e39-52cd-4d32-9bcf-42d549e2ebb5
c4da537c-1651-4dae-8486-7db30d67b366;3a2bdcc9-f57e-4cb7-804b-48f948eac39d
c4da537c-1651-4dae-8486-7db30d67b366;612f1cc0-4df4-47e1-9cd8-613e96b33c0d
c4da537c-1651-4dae-8486-7db30d67b366;8a76ea16-3061-4d69-8b9b-5a19c1211de4
c4da537c-1651-4dae-8486-7db30d67b366;3f05720a-0de5-4aea-8402-2b93388e2ecf
c4da537c-1651-4dae-8486-7db30d67b366;f27f4f2d-5457-4da2-8736-2e8568361de4
c4da537c-1651-4dae-8486-7db30d67b366;9d39c7a0-4b21-4ec6-8bea-6fe6b146d8a5
c4da537c-1651-4dae-8486-7db30d67b366;0606c636-3c55-4f00-a13c-c198b26aa1b7
c4da537c-1651-4dae-8486-7db30d67b366;c0fdee98-33c3-472c-8e98-ba28c8d2bfbb
c4da537c-1651-4dae-8486-7db30d67b366;8ffa907d-596e-4aea-8669-81279782ff42
c4da537c-1651-4dae-8486-7db30d67b366;afecd8aa-69fd-4355-8f0f-c66a53c5a171
c4da537c-1651-4dae-8486-7db30d67b366;2361bb01-2162-4249-aebf-5098aacb7de7
c4da537c-1651-4dae-8486-7db30d67b366;827d80a7-967b-4016-9734-40ed0a67312c
c4da537c-1651-4dae-8486-7db30d67b366;832a064b-f0e8-429d-b0ea-176747e051a5
c4da537c-1651-4dae-8486-7db30d67b366;b2c3a6eb-26ce-4d2e-a137-5ff6b273ec12
c4da537c-1651-4dae-8486-7db30d67b366;8f14ae8d-dcca-46f0-84de-f6800ce98f29
c4da537c-1651-4dae-8486-7db30d67b366;610a9623-2314-4cc3-8a56-6cc336808e09
c4da537c-1651-4dae-8486-7db30d67b366;51547ede-eb9b-46e5-8b43-e996e5aca363
c4da537c-1651-4dae-8486-7db30d67b366;bc419d01-5855-45e6-b6dd-61a5f2abdea1
c4da537c-1651-4dae-8486-7db30d67b366;5c32b20e-8ccd-40c8-be07-ad666d7fb7eb
c4da537c-1651-4dae-8486-7db30d67b366;6cc3ab19-a4e0-4729-857d-bc33d4bb2e1d
c4da537c-1651-4dae-8486-7db30d67b366;d2bcd2b4-f133-43db-b8bd-763a641d9869
c4da537c-1651-4dae-8486-7db30d67b366;e7566fe4-0ad6-4608-a38d-82f189729dd4
c4da537c-1651-4dae-8486-7db30d67b366;c5bf4580-eed8-453b-8d75-133f6842912b
c4da537c-1651-4dae-8486-7db30d67b366;d8ec0519-0566-40d1-a90c-d0d9ba679fae
c4da537c-1651-4dae-8486-7db30d67b366;ef98abcd-cac3-47c4-b33d-4d52a0f4b15e
c4da537c-1651-4dae-8486-7db30d67b366;13d4f885-01ac-4a78-8259-ef0faf0450a2
c4da537c-1651-4dae-8486-7db30d67b366;9b563fdd-73ce-4799-b319-49ea332a42e2
c4da537c-1651-4dae-8486-7db30d67b366;07cbed79-fb75-4c11-8e69-babf128f968b
c4da537c-1651-4dae-8486-7db30d67b366;8a243eca-3219-4675-89a5-f6055078a415
c4da537c-1651-4dae-8486-7db30d67b366;a832e4b8-3072-4f83-afa7-44d952cd2ae2
c4da537c-1651-4dae-8486-7db30d67b366;5b4bd0e1-e978-47e2-93d3-02a0d32da2c2
c4da537c-1651-4dae-8486-7db30d67b366;b3da7cb7-ab68-4458-bb90-66c909896b3a
c4da537c-1651-4dae-8486-7db30d67b366;3bf22e27-3bac-46e6-9dc7-19f2133b50d1
c4da537c-1651-4dae-8486-7db30d67b366;cf6a40da-9361-409d-8405-d4f9850a29c9
c4da537c-1651-4dae-8486-7db30d67b366;b9f9e332-65e1-4f39-b560-02ca007d0ea4
c4da537c-1651-4dae-8486-7db30d67b366;7d94f836-1ed1-436e-9882-eb31c1fb8d30
c4da537c-1651-4dae-8486-7db30d67b366;fa4a666c-d79f-4d41-9b12-a0c7f5b3d121
c4da537c-1651-4dae-8486-7db30d67b366;a4109e93-9d8f-44b7-b807-a4ac01fe76e5
c4da537c-1651-4dae-8486-7db30d67b366;5d5c4167-d143-40dc-90e5-1ed621560231
c4da537c-1651-4dae-8486-7db30d67b366;73068980-1461-44e0-9572-866954e10e49
c4da537c-1651-4dae-8486-7db30d67b366;5c9b8631-9303-4c0c-afe9-e691628d9a25
c4da537c-1651-4dae-8486-7db30d67b366;c4fe537f-681b-42b5-8f51-54b53faba9e7
c4da537c-1651-4dae-8486-7db30d67b366;fc34ee81-bc23-491c-b48d-e14ee12099b1
c4da537c-1651-4dae-8486-7db30d67b366;6381595e-96c5-4dd8-aeb6-fc3fa5097342
c4da537c-1651-4dae-8486-7db30d67b366;294df3f1-e5ac-4588-b0c1-05f1e010e2e6
c4da537c-1651-4dae-8486-7db30d67b366;c5ea3366-c521-445d-b2b7-7f6ecc9a4491
c4da537c-1651-4dae-8486-7db30d67b366;cc05e38c-c5a8-4913-b204-8555621c46c9
c4da537c-1651-4dae-8486-7db30d67b366;4d3d63cc-ad1f-4e7f-8395-ec2776a1a20d
c4da537c-1651-4dae-8486-7db30d67b366;f97371e9-b04b-4b89-8cbd-b56e0defc6c8
c4da537c-1651-4dae-8486-7db30d67b366;f922a7a8-e88f-49d4-8246-cf5be87d209f
c4da537c-1651-4dae-8486-7db30d67b366;ee8fcad7-1a89-48cb-a971-d53191837333
c4da537c-1651-4dae-8486-7db30d67b366;03b77d76-00a6-4695-b4dc-4671443aa338
c4da537c-1651-4dae-8486-7db30d67b366;75137147-ccc1-4f19-a5df-179d0d8bca13
c4da537c-1651-4dae-8486-7db30d67b366;e92fc06e-ab45-495f-a235-7e1e8eaf8ba6
c4da537c-1651-4dae-8486-7db30d67b366;9415bf00-6514-48e9-bcac-58d2233100f6
c4da537c-1651-4dae-8486-7db30d67b366;ad1a230b-be6d-43ac-bf71-bc7d984e51c1
c4da537c-1651-4dae-8486-7db30d67b366;e178f16f-84ad-4410-a751-1f6fccf79b59
c4da537c-1651-4dae-8486-7db30d67b366;b54452d2-8865-4a30-85f9-e58a3925aa25
c4da537c-1651-4dae-8486-7db30d67b366;e0499ddd-a915-4432-ba62-53bfff08d60b
c4da537c-1651-4dae-8486-7db30d67b366;671f9ccd-5278-471c-a9e7-f7a0034c2a8d
c4da537c-1651-4dae-8486-7db30d67b366;bb9a1b03-19d3-4178-87ac-65af3dcf2101
c4da537c-1651-4dae-8486-7db30d67b366;33398855-ffe0-456f-949c-a1bbe03bb916
c4da537c-1651-4dae-8486-7db30d67b366;06ef11b9-6490-4161-86ca-74c4a3880268
c4da537c-1651-4dae-8486-7db30d67b366;d12afcd3-964a-403a-ad34-47d3e342af1c
c4da537c-1651-4dae-8486-7db30d67b366;8a97238c-5937-40c2-b801-3d0852e55cef
c4da537c-1651-4dae-8486-7db30d67b366;fb660c7c-1b18-49f3-b54b-3c8fc8da945c
c4da537c-1651-4dae-8486-7db30d67b366;b4fc0d0e-96d3-4451-8abe-ecf734dc9281
c4da537c-1651-4dae-8486-7db30d67b366;795d784f-aaa0-443b-8d36-c010a859d09d
c4da537c-1651-4dae-8486-7db30d67b366;d69c9132-8376-460d-bbc9-69c7d49199f8
c4da537c-1651-4dae-8486-7db30d67b366;d2a29a6e-c396-4e41-b09c-babf16572adc
c4da537c-1651-4dae-8486-7db30d67b366;70dd96a9-4ace-48c5-b3b8-913ad3dd4af3
c4da537c-1651-4dae-8486-7db30d67b366;917c4a15-49b5-46d2-ae7d-5688b1f6c601
c4da537c-1651-4dae-8486-7db30d67b366;dddf7d7a-6344-4329-8929-80b13bff223b
c4da537c-1651-4dae-8486-7db30d67b366;19a54327-c4ca-4947-9d6e-60180546e260
c4da537c-1651-4dae-8486-7db30d67b366;7565bd43-0349-4750-bdb5-034b82e48b27
c4da537c-1651-4dae-8486-7db30d67b366;77c16a3d-bffc-4c1c-b1b8-4a40cae8d847
c4da537c-1651-4dae-8486-7db30d67b366;998cee81-f61c-4ee3-9067-6e8cec7a3651
c4da537c-1651-4dae-8486-7db30d67b366;57de9f9e-3386-4553-b994-4d91d595284c
c4da537c-1651-4dae-8486-7db30d67b366;092f43ec-61c1-4157-8d31-a6c48a396919
c4da537c-1651-4dae-8486-7db30d67b366;6dea7702-afe9-4e98-a5e6-ef84363d21e7
c4da537c-1651-4dae-8486-7db30d67b366;05186ae3-756c-49c5-a7e1-9a741e430827
c4da537c-1651-4dae-8486-7db30d67b366;b57eaade-629f-43f4-a45e-c1eee0e20960
c4da537c-1651-4dae-8486-7db30d67b366;72190076-7707-488b-b404-415eb3434c2a
c4da537c-1651-4dae-8486-7db30d67b366;dd169f58-dfd6-4a0b-9788-8db65cd5bee7
c4da537c-1651-4dae-8486-7db30d67b366;a585afb0-0e15-48ac-9741-ec00b6af76be
c4da537c-1651-4dae-8486-7db30d67b366;98dac7f3-f926-45d5-80a0-420822f7897e
c4da537c-1651-4dae-8486-7db30d67b366;47bf2a45-be7f-4c00-91b6-29e0df50be0b
c4da537c-1651-4dae-8486-7db30d67b366;423e5b36-6a40-4f6c-932f-d115e3ce46a6
c4da537c-1651-4dae-8486-7db30d67b366;019863c5-0fbb-4c28-a8a9-01108c13162b
c4da537c-1651-4dae-8486-7db30d67b366;3421f614-2578-44ea-876e-1adb4aa6e89d
c4da537c-1651-4dae-8486-7db30d67b366;7d56b444-9384-4353-8af7-7b83bde920f9
c4da537c-1651-4dae-8486-7db30d67b366;46aa80ae-ffbc-47a1-84fc-7f1a4972a812
c4da537c-1651-4dae-8486-7db30d67b366;0a5f3d95-28fc-414d-8cad-c07de3d28a92
c4da537c-1651-4dae-8486-7db30d67b366;d0e49d5d-1fb8-41f1-96b2-e32462bec645
c4da537c-1651-4dae-8486-7db30d67b366;fa7c2c07-1f10-4e99-a148-f12782d666a2
c4da537c-1651-4dae-8486-7db30d67b366;73562ef3-2f1e-4d72-856f-460da6d92dbb
c4da537c-1651-4dae-8486-7db30d67b366;9ba41a76-ff50-4b10-9124-1b58cea73847
c4da537c-1651-4dae-8486-7db30d67b366;13b9919b-2f1e-4a83-a401-302e7154f7c6
c4da537c-1651-4dae-8486-7db30d67b366;f17bd9d8-d6a4-4478-a91b-8f5ee3e760aa
c4da537c-1651-4dae-8486-7db30d67b366;98415243-613c-4c46-bb60-556f8d7c4885
c4da537c-1651-4dae-8486-7db30d67b366;d556c7d5-df40-4c50-8db7-1ffbf8799573
c4da537c-1651-4dae-8486-7db30d67b366;e743d142-9ace-4b7c-8a07-9985b9dd6ceb
c4da537c-1651-4dae-8486-7db30d67b366;1d4d0560-11da-401c-9bab-68abebe06a26
c4da537c-1651-4dae-8486-7db30d67b366;3a841b93-3568-43d4-ae37-4c7e6d9612b6
c4da537c-1651-4dae-8486-7db30d67b366;928303a9-9667-48fb-b6df-6de015a0956d
c4da537c-1651-4dae-8486-7db30d67b366;be3ab071-213e-48f4-824c-9a8527a9ad43
c4da537c-1651-4dae-8486-7db30d67b366;d972e283-6042-4502-80ed-5efbbced2180
c4da537c-1651-4dae-8486-7db30d67b366;02dd0a29-a95f-4976-83d1-60bd5914fa84
c4da537c-1651-4dae-8486-7db30d67b366;96b8bbe5-baa5-419f-8e9f-af1562b5aee0
c4da537c-1651-4dae-8486-7db30d67b366;35a5cf5a-e590-4007-997a-6595b967179c
c4da537c-1651-4dae-8486-7db30d67b366;8e32fa3d-ffeb-4b95-a64a-ab1d4acca4d1
c4da537c-1651-4dae-8486-7db30d67b366;cc92eaa2-4e87-440b-94bb-8da30f7b8f64
c4da537c-1651-4dae-8486-7db30d67b366;31679a19-8168-4e41-a7f3-4eb1e2e6d603
c4da537c-1651-4dae-8486-7db30d67b366;78e06e11-e450-441b-aabc-c43b79a3ffd7
c4da537c-1651-4dae-8486-7db30d67b366;054afc7a-798d-4c53-84d9-1f46b1e34cdb
c4da537c-1651-4dae-8486-7db30d67b366;b4018809-e318-47ea-9377-5fa45a9cf0c0
c4da537c-1651-4dae-8486-7db30d67b366;610661b0-e34e-4ed4-868a-d8e46015ce73
c4da537c-1651-4dae-8486-7db30d67b366;6ee141b9-c020-4c05-845b-ded56c656a60
c4da537c-1651-4dae-8486-7db30d67b366;781960e6-f341-4f9f-9d5f-8af3316b491f
c4da537c-1651-4dae-8486-7db30d67b366;36d3d3e9-ca62-40e0-9b03-8ae1f8a6428e
c4da537c-1651-4dae-8486-7db30d67b366;04411d87-4772-4472-8162-e35164674320
c4da537c-1651-4dae-8486-7db30d67b366;8d0e8806-a46f-4508-9e6b-8e6c3ab6b0aa
c4da537c-1651-4dae-8486-7db30d67b366;b72fde58-5924-4e8d-92b9-08c4b76627c7
c4da537c-1651-4dae-8486-7db30d67b366;6daf5cce-60d4-46fb-8d60-180140aafde6
c4da537c-1651-4dae-8486-7db30d67b366;20579bcc-d4b1-4526-8974-c52e4338ff2a
c4da537c-1651-4dae-8486-7db30d67b366;4141e211-47cf-44a7-9dec-b735586a873f
c4da537c-1651-4dae-8486-7db30d67b366;508feac7-e6da-4256-acc6-f8b9ef5fae81
c4da537c-1651-4dae-8486-7db30d67b366;17facac2-76ee-44b4-9ae0-629c16c69fc6
c4da537c-1651-4dae-8486-7db30d67b366;aa7c482c-90ef-437d-9f61-b181444a5212
c4da537c-1651-4dae-8486-7db30d67b366;b562c636-fd65-40e9-af8f-bbdb14619887
c4da537c-1651-4dae-8486-7db30d67b366;9d784b6c-2bf5-46b0-921f-46bda11babc4
c4da537c-1651-4dae-8486-7db30d67b366;a0201746-2bea-4099-8192-dfaadbc425d3
c4da537c-1651-4dae-8486-7db30d67b366;1528e3d8-45ba-43b7-a639-c226831f35e7
c4da537c-1651-4dae-8486-7db30d67b366;66b0f313-9e78-4710-826c-2094670b4a80
c4da537c-1651-4dae-8486-7db30d67b366;8c236d29-831c-4cf2-bc10-eb032858392b
c4da537c-1651-4dae-8486-7db30d67b366;ad691670-ef6c-43de-b3e0-c71cb76d1b84
c4da537c-1651-4dae-8486-7db30d67b366;600106b5-5f06-4754-b7b0-69b50698885b
c4da537c-1651-4dae-8486-7db30d67b366;184dd5af-60fe-4b35-b411-fd59dca721bb
c4da537c-1651-4dae-8486-7db30d67b366;d11acda1-2e00-457e-874e-6ff8deafd888
c4da537c-1651-4dae-8486-7db30d67b366;64dcd29e-35b8-441b-a81f-5d550e9c3c1f
c4da537c-1651-4dae-8486-7db30d67b366;7bb01584-4a63-484f-ae25-789533b1f3c8
c4da537c-1651-4dae-8486-7db30d67b366;755214be-d2ee-4be2-98ec-7308f07eeb90
c4da537c-1651-4dae-8486-7db30d67b366;4e0569b1-f4a1-43be-afff-5ae86cb5d52f
c4da537c-1651-4dae-8486-7db30d67b366;cbf61bc0-ecfd-4dae-9a98-6efdac0c8b91
c4da537c-1651-4dae-8486-7db30d67b366;0ed5da1e-813d-4118-8170-d0e57da2a83a
c4da537c-1651-4dae-8486-7db30d67b366;f11c5d8c-f10d-4955-8ee7-409e805e866c
c4da537c-1651-4dae-8486-7db30d67b366;031db411-3888-47ca-a825-6ea1c459d376
c4da537c-1651-4dae-8486-7db30d67b366;78af79e8-c2d4-44a8-8767-5a503361ff78
c4da537c-1651-4dae-8486-7db30d67b366;058e3f40-42dc-41a9-9a6d-d3a054f62eb8
c4da537c-1651-4dae-8486-7db30d67b366;0a415ece-dc9c-483a-844b-555424fd2af4
c4da537c-1651-4dae-8486-7db30d67b366;f2410359-45ec-49c4-819d-477c4408ebc2
c4da537c-1651-4dae-8486-7db30d67b366;c2ee141f-052b-4229-94db-13fd3ac1aaf1
c4da537c-1651-4dae-8486-7db30d67b366;1c602cdc-64ad-447f-8d72-88407542afe9
c4da537c-1651-4dae-8486-7db30d67b366;d879894c-900f-4008-9f84-d0d63d6df24b
c4da537c-1651-4dae-8486-7db30d67b366;b06d7935-4eb2-4d50-929d-b0a422614a58
c4da537c-1651-4dae-8486-7db30d67b366;aeb63205-80ec-4590-a1a6-90e90ea4ad30
c4da537c-1651-4dae-8486-7db30d67b366;5e18b962-0689-4e9d-8c4a-940416d02c29
c4da537c-1651-4dae-8486-7db30d67b366;87b443e0-006b-4255-bbf0-6e1a15ad882a
c4da537c-1651-4dae-8486-7db30d67b366;46328eb5-9ed0-414e-ac3d-18a8c6b02b1c
c4da537c-1651-4dae-8486-7db30d67b366;d72ab0be-41ae-4135-bb62-d5fe46885ae3
c4da537c-1651-4dae-8486-7db30d67b366;fcc76966-c326-459f-b903-7a8761594957
c4da537c-1651-4dae-8486-7db30d67b366;2ae0f522-5f6c-4666-abd8-2130535c12b0
c4da537c-1651-4dae-8486-7db30d67b366;4545d17d-6366-47d8-8678-5c813a08ec12
c4da537c-1651-4dae-8486-7db30d67b366;b3f5e8aa-344e-4465-af50-8e3b0c0f5e64
c4da537c-1651-4dae-8486-7db30d67b366;682f2ca1-f24b-4da1-9b25-8ab47eecfba7
c4da537c-1651-4dae-8486-7db30d67b366;b924cb90-ff96-4ecb-8ca1-bd65571d71f9
c4da537c-1651-4dae-8486-7db30d67b366;c3070246-b8ee-492e-bf24-c8a5141b5256
c4da537c-1651-4dae-8486-7db30d67b366;57ddb15c-ab54-49aa-93c0-0e0395bb7188
c4da537c-1651-4dae-8486-7db30d67b366;1dc84577-d26f-4883-b758-6ce8d9537173
c4da537c-1651-4dae-8486-7db30d67b366;759789e1-53a3-4015-8d44-78b3ec5f3f31
c4da537c-1651-4dae-8486-7db30d67b366;ffa03862-a66a-4217-80ba-50ebffa73890
c4da537c-1651-4dae-8486-7db30d67b366;9a58a87b-32d6-4f5b-a284-98b6d7b08181
c4da537c-1651-4dae-8486-7db30d67b366;ea141b81-8d53-49f2-afae-ff03d892da59
c4da537c-1651-4dae-8486-7db30d67b366;0d3b2c40-1d9f-41b6-b8c1-bf158be26a9d
c4da537c-1651-4dae-8486-7db30d67b366;55910019-a742-48d5-ab12-a772077463cf
c4da537c-1651-4dae-8486-7db30d67b366;29ae5bbc-9099-42b1-ba09-b385a00ff8b9
c4da537c-1651-4dae-8486-7db30d67b366;70db8b16-c743-45b3-b70e-6b44181c6a42
c4da537c-1651-4dae-8486-7db30d67b366;556f3e0f-b26e-4184-be7f-ad2ec33f5177
c4da537c-1651-4dae-8486-7db30d67b366;d2b33cd4-b699-450f-ad7e-4a1b1dd5bc2f
c4da537c-1651-4dae-8486-7db30d67b366;bf52997d-18ee-430b-ac8e-fe93fbd3055e
c4da537c-1651-4dae-8486-7db30d67b366;01180234-b019-4d56-8065-44a22f6e9826
